,
Artavis Scott,@tayscott7
Campus Rush,@CampusRush
Canes Football,@CanesFootball
Carolina Football,@TarHeelFootball
Christian Hackenberg,@chackenberg1
Clemson Football,@ClemsonFB
Coach Harbaugh,@CoachJim4UM
College GameDay,@CollegeGameDay
Corey Coleman,@TheCoreyColeman
Dak Prescott,@15_DakP
Darron Lee,@DLeeMG8
DeForest Buckner,@DeForestBuckner
Deshaun Watson,@DeshaunWatson4
ESPN CollegeFootball,@ESPNCFB
ESPNU,@ESPNU
FSU Football,@FSU_Football
Gators Football,@GatorsFB
Hunter Henry,@Hunter_Henry84
Illini Football,@IlliniFootball
JamalAdams,@TheAdams_era
Jaylon Smith,@thejaylonsmith
Jonathan Williams,@Jwillpart2
Kansas Football,@KU_Football
LSU Football,@LSUfootball
Laquon Treadwell,@SuccessfulQuon
Les Miles,@LSUCoachMiles
Longhorn_FB,@Longhorn_FB
LouisvilleFootball,@UofLFootball
Michigan Football,@umichfootball
Notre Dame Football,@NDFootball
Ohio State Buckeyes,@OhioStAthletics
Pharoh Cooper,@KingTutt_chdown
SEC Network,@SECNetwork
Spartan Football,@MSU_Football
Taylor Decker,@TDeck68
The Fighting Irish,@FightingIrish
Urban Meyer,@OSUCoachMeyer
WVU Football,@WVUfootball
Zack Sanchez,@ZSanchez15
