,
CIA,@CIA
Cory Booker,@CoryBooker
FEMA,@fema
Intl. Space Station,@Space_Station
NASA,@NASA
NWS,@NWS
National Zoo,@NationalZoo
Paul Ryan,@SpeakerRyan
Smithsonian,@smithsonian
TSA,@TSA
The FAA,@FAANews
The White House,@WhiteHouse
U.S. Capitol,@uscapitol
U.S. Dept of Defense,@DeptofDefense
US Dept of Interior,@Interior
USGS,@USGS
YellowstoneNPS,@YellowstoneNPS
Yosemite National Pk,@YosemiteNPS
