@midnight,@midnight
Agent Carter,@AgentCarterTV
American Idol,@AmericanIdol
Arrow,@CW_Arrow
BONES,@BONESonFOX
Chicago Fire,@NBCChicagoFire
Chicago P.D.,@NBCChicagoPD
Criminal Minds,@CrimMinds_CBS
Daredevil,@Daredevil
Empire,@EmpireFOX
Game Of Thrones,@GameOfThrones
Girls,@girlsHBO
Greys Anatomy,@GreysABC
House of Cards,@HouseofCards
James Corden,@JKCorden
Jimmy Kimmel,@jimmykimmel
Kardashians on E!,@KUWTK
Kimmy Schmidt,@KimmySchmidt
Law and Order: SVU,@nbcsvu
Lucifer,@LuciferonFOX
Mr. Robot,@whoismrrobot
Netflix US,@netflix
New Girl,@NewGirlonFOX
Orange Is the New...,@OITNB
Person Of Interest,@PersonInterest
Pretty Little Liars,@PLLTVSeries
Ray Donovan,@SHO_RayDonovan
Scandal,@ScandalABC
Scorpion,@ScorpionCBS
Shadowhunters,@ShadowhuntersTV
Stephen Colbert,@StephenAtHome
Suits,@Suits_USA
Supergirl,@supergirlcbs
Supernatural,@cw_spn
The Big Bang Theory,@bigbangtheory
The Blacklist,@NBCBlacklist
The Daily Show,@TheDailyShow
The Originals,@cworiginals
The Vampire Diaries,@cwtvd
The Voice,@NBCTheVoice
The Walking Dead AMC,@WalkingDead_AMC
