,
Destructoid,@destructoid
Edge,@edgeonline
Eurogamer.net,@eurogamer
Gamasutra,@gamasutra
Game Informer,@gameinformer
GameSpot,@gamespot
GameZone,@GameZoneOnline
GamesIndustry,@GIBiz
GamesRadar+,@GamesRadar
Geoff Keighley,@geoffkeighley
Greg Miller,@GameOverGreggy
Humble Bundle,@humble
IGN,@IGN
IndieCade,@IndieCade
Joystiq,@joystiq
Kotaku,@Kotaku
Machinima,@Machinima
PAX,@Official_PAX
PC Gamer,@pcgamer
PocketGamer,@PocketGamer
Polygon,@Polygon
Rock Paper Shotgun,@rockpapershot
UMG,@UMGEvents
