,
Bob Pockrass,@bobpockrass
Brad Keselowski,@keselowski
Chase Elliott,@chaseelliott
Clint Bowyer,@ClintBowyer
Dale Earnhardt Jr.,@DaleJr
Danica Patrick,@DanicaPatrick
Danielle Trotta,@DanielleTrotta
Darrell Waltrip,@AllWaltrip
Daytona IntlSpeedway,@DISupdates
DeLana Harvick,@DeLanaHarvick
Elliott Sadler,@Elliott_Sadler
FOX SPORTS: NASCAR,@NASCARONFOX
Hendrick Motorsports,@TeamHendrick
Hermie Sadler,@HermieSadler
JR Motorsports,@JRMotorsports
Jeff Gluck,@jeff_gluck
Jeff Gordon,@JeffGordonWeb
Jimmie Johnson,@JimmieJohnson
Joe Gibbs Racing,@JoeGibbsRacing
Joey Logano,@joeylogano
Kasey Kahne,@kaseykahne
Kenny Wallace,@Kenny_Wallace
Kentucky Speedway,@KySpeedway
Kevin Harvick,@KevinHarvick
Kurt Busch,@KurtBusch
Mark Martin,@markmartin
Michael Waltrip,@MW55
Miss Sprint Cup,@MissSprintCup
Monster Mile,@MonsterMile
NASCAR XFINITY,@NASCAR_XFINITY
NASCAR,@NASCAR
Nate Ryan,@nateryan
Richmond Raceway,@RIRInsider
Ricky Stenhouse Jr.,@StenhouseJr
Roush Fenway Racing,@roushfenway
Rutledge Wood,@RutledgeWood
Ryan Newman,@RyanJNewman
Stewart-Haas Racing,@StewartHaasRcng
TalladegaSuperspdwy,@TalladegaSuperS
Team Lowe's Racing,@LowesRacing
Team Penske,@Team_Penske
The Orange Cone,@TheOrangeCone
Tony Stewart,@TonyStewart
Wendy Venturini,@WendyVenturini
XFINITY Racing,@XFINITYRacing
landon cassill,@landoncassill
